"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Affiliations","Authors with affiliations","Document Type","Source"
"Marchenko O.; Anisimov A.; Nykonenko A.; Rossada T.; Melnikov E.","Marchenko, Oleksandr (44661392700); Anisimov, Anatoly (9536987000); Nykonenko, Andrii (57194709427); Rossada, Tetiana (57194711434); Melnikov, Egor (57194705849)","44661392700; 9536987000; 57194709427; 57194711434; 57194705849","Authorship attribution system","2017","3","10.1007/978-3-319-59569-6_27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021748314&doi=10.1007%2f978-3-319-59569-6_27&partnerID=40&md5=d8e2bcbaf4052b122e7a2def94dd1e0b","Taras Shevchenko National University of Kyiv, Kiev, Ukraine; International Research and Training Center for IT and Systems, Kyiv, Ukraine; Phase One: Karma LTD, London, United Kingdom","Marchenko O., Taras Shevchenko National University of Kyiv, Kiev, Ukraine; Anisimov A., Taras Shevchenko National University of Kyiv, Kiev, Ukraine; Nykonenko A., International Research and Training Center for IT and Systems, Kyiv, Ukraine; Rossada T., Taras Shevchenko National University of Kyiv, Kiev, Ukraine; Melnikov E., Phase One: Karma LTD, London, United Kingdom","Conference paper","Scopus"
"Godlevsky M.; Orekhov S.; Orekhova E.","Godlevsky, Michael (57202891828); Orekhov, Sergey (57210618400); Orekhova, Elena (57194519628)","57202891828; 57210618400; 57194519628","Theoretical fundamentals of search engine optimization based on machine learning","2017","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020517815&partnerID=40&md5=34327a6981e93338592b80b0d2326414","National Technical University, Kharkiv Polytechnic Institute, Kharkiv, Ukraine","Godlevsky M., National Technical University, Kharkiv Polytechnic Institute, Kharkiv, Ukraine; Orekhov S., National Technical University, Kharkiv Polytechnic Institute, Kharkiv, Ukraine; Orekhova E., National Technical University, Kharkiv Polytechnic Institute, Kharkiv, Ukraine","Conference paper","Scopus"
"Galeshchuk S.; Mukherjee S.","Galeshchuk, Svitlana (56205106000); Mukherjee, Sumitra (7401816816)","56205106000; 7401816816","FOREX trading strategy optimization","2018","2","10.1007/978-3-319-60882-2_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021726839&doi=10.1007%2f978-3-319-60882-2_9&partnerID=40&md5=4571929ed0f355bb47b53c763c7aa53f","Faculty of Accounting and Audit, Ternopil National Economic University, Ternopil, Ukraine; Laboratoire d’Informatique de Grenoble, Université Grenoble Alpes, Grenoble, France; College of Engineering and Computing, Nova Southeastern University, Fort Lauderdale, United States","Galeshchuk S., Faculty of Accounting and Audit, Ternopil National Economic University, Ternopil, Ukraine, Laboratoire d’Informatique de Grenoble, Université Grenoble Alpes, Grenoble, France; Mukherjee S., College of Engineering and Computing, Nova Southeastern University, Fort Lauderdale, United States","Conference paper","Scopus"
"Pukach P.; Shakhovska K.","Pukach, Petro (24344600300); Shakhovska, Khrystyna (57194415126)","24344600300; 57194415126","The mathematical method development of decisions supporting concerning products placement based on analysis of market basket content","2017","10","10.1109/CADSM.2017.7916147","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020043353&doi=10.1109%2fCADSM.2017.7916147&partnerID=40&md5=fb569ed4dd411ff4b57d55cdcf1d927c","Department of Mathematics, Lviv Polytechnic National University, 12 S. Bandery str., Lviv, Ukraine; ISN Department, Lviv Polytechnic National University, 12 S. Bandery str., Lviv, Ukraine","Pukach P., Department of Mathematics, Lviv Polytechnic National University, 12 S. Bandery str., Lviv, Ukraine; Shakhovska K., ISN Department, Lviv Polytechnic National University, 12 S. Bandery str., Lviv, Ukraine","Conference paper","Scopus"
"Koval A.; Globa L.; Novogrudska R.","Koval, Alexander (57201382610); Globa, Larisa (57200923626); Novogrudska, Rina (54397241100)","57201382610; 57200923626; 54397241100","The approach to web services composition","2017","4","10.1007/978-3-319-48429-7_27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994504782&doi=10.1007%2f978-3-319-48429-7_27&partnerID=40&md5=1e9ae627122c09b8735d1919a11e432d","Information Telecommunication Networks Department, Kyiv Polytechnic Institute, National Technical University of Ukraine, Peremoga Avenue 37, Kiev, 03056, Ukraine","Koval A., Information Telecommunication Networks Department, Kyiv Polytechnic Institute, National Technical University of Ukraine, Peremoga Avenue 37, Kiev, 03056, Ukraine; Globa L., Information Telecommunication Networks Department, Kyiv Polytechnic Institute, National Technical University of Ukraine, Peremoga Avenue 37, Kiev, 03056, Ukraine; Novogrudska R., Information Telecommunication Networks Department, Kyiv Polytechnic Institute, National Technical University of Ukraine, Peremoga Avenue 37, Kiev, 03056, Ukraine","Conference paper","Scopus"
"Renov O.; Anand T.R.","Renov, Oleksii (57189027399); Anand, Thakur Raj (57209000072)","57189027399; 57209000072","Machine Learning Approach to Identify Users Across Their Digital Devices","2016","3","10.1109/ICDMW.2015.243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964755854&doi=10.1109%2fICDMW.2015.243&partnerID=40&md5=78c52c2f9499dd4ed0bc504c69cb6214","Kiev, Ukraine; Gurgaon, India","Renov O., Kiev, Ukraine; Anand T.R., Gurgaon, India","Conference paper","Scopus"
"Zharikova M.; Sherstjuk V.","Zharikova, Maryna (56950952000); Sherstjuk, Vladimir (24179426400)","56950952000; 24179426400","Academic integrity support system for educational institution","2017","8","10.1109/UKRCON.2017.8100445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039913545&doi=10.1109%2fUKRCON.2017.8100445&partnerID=40&md5=316fef0a2e328fd117ae9e8ac921c2b7","Kherson National Technical University, Kherson, Ukraine","Zharikova M., Kherson National Technical University, Kherson, Ukraine; Sherstjuk V., Kherson National Technical University, Kherson, Ukraine","Conference paper","Scopus"
"Komar M.; Kochan V.; Dubchak L.; Sachenko A.; Golovko V.; Bezobrazov S.; Romanets I.","Komar, Myroslav (35366491300); Kochan, Volodymyr (6701835869); Dubchak, Lesia (56008186500); Sachenko, Anatoliy (35518445600); Golovko, Vladimir (36856657900); Bezobrazov, Sergei (6602403139); Romanets, Ihor (57200168005)","35366491300; 6701835869; 56008186500; 35518445600; 36856657900; 6602403139; 57200168005","High performance adaptive system for cyber attacks detection","2017","12","10.1109/IDAACS.2017.8095208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040061627&doi=10.1109%2fIDAACS.2017.8095208&partnerID=40&md5=b522f98dc14b4edb9c2067b335ab007e","Research Institute for Intelligent Computer Systems, Ternopil National Economic University, 3 Peremoga Square, Ternopil, 46020, Ukraine; Department of Intelligent Information Technologies, Brest State Technical University 256 Moskovskaja St, Brest, 224017, Belarus","Komar M., Research Institute for Intelligent Computer Systems, Ternopil National Economic University, 3 Peremoga Square, Ternopil, 46020, Ukraine; Kochan V., Research Institute for Intelligent Computer Systems, Ternopil National Economic University, 3 Peremoga Square, Ternopil, 46020, Ukraine; Dubchak L., Research Institute for Intelligent Computer Systems, Ternopil National Economic University, 3 Peremoga Square, Ternopil, 46020, Ukraine; Sachenko A., Research Institute for Intelligent Computer Systems, Ternopil National Economic University, 3 Peremoga Square, Ternopil, 46020, Ukraine; Golovko V., Department of Intelligent Information Technologies, Brest State Technical University 256 Moskovskaja St, Brest, 224017, Belarus; Bezobrazov S., Department of Intelligent Information Technologies, Brest State Technical University 256 Moskovskaja St, Brest, 224017, Belarus; Romanets I., Research Institute for Intelligent Computer Systems, Ternopil National Economic University, 3 Peremoga Square, Ternopil, 46020, Ukraine","Conference paper","Scopus"
"Katerna O.","Katerna, Olga (57190029108)","57190029108","Conceptual framework for the formation of the integrated intelligent transport system in Ukraine","2016","3","10.21003/ea.V158-07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976574422&doi=10.21003%2fea.V158-07&partnerID=40&md5=021986d2183917d862f4b1b2f3acccdc","National Aviation University, 1 Kosmonavta Komarova Str., Kyiv, 03058, Ukraine","Katerna O., National Aviation University, 1 Kosmonavta Komarova Str., Kyiv, 03058, Ukraine","Article","Scopus"
"Palagin A.V.","Palagin, A.V. (6701857667)","6701857667","Functionally Oriented Approach in Research-Related Design","2017","2","10.1007/s10559-017-0001-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034780512&doi=10.1007%2fs10559-017-0001-0&partnerID=40&md5=5f0e6390af1bbe97f3d18891f41ba748","V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine","Palagin A.V., V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine","Article","Scopus"
"Oliinyk A.; Skrupsky S.; Subbotin S.; Korobiichuk I.","Oliinyk, A. (55120940800); Skrupsky, S. (56466008400); Subbotin, S. (7006531104); Korobiichuk, I. (56835659200)","55120940800; 56466008400; 7006531104; 56835659200","Parallel method of production rules extraction based on computational intelligence","2017","19","10.3103/S0146411617040058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032439077&doi=10.3103%2fS0146411617040058&partnerID=40&md5=a66121fcf2adc5504cbcb183cb6e062b","Zaporizhzhya National Technical University, Zaporizhzhya, 69063, Ukraine; Institute of Automatic Control and Robotics, Warsaw University of Technology, Warsaw, 02-525, Poland","Oliinyk A., Zaporizhzhya National Technical University, Zaporizhzhya, 69063, Ukraine; Skrupsky S., Zaporizhzhya National Technical University, Zaporizhzhya, 69063, Ukraine; Subbotin S., Zaporizhzhya National Technical University, Zaporizhzhya, 69063, Ukraine; Korobiichuk I., Institute of Automatic Control and Robotics, Warsaw University of Technology, Warsaw, 02-525, Poland","Article","Scopus"
"Gomolka Z.; Dudek-Dyduch E.; Kondratenko Y.P.","Gomolka, Zbigniew (26039058200); Dudek-Dyduch, Ewa (6602451127); Kondratenko, Yuriy P. (6602324472)","26039058200; 6602451127; 6602324472","From homogeneous network to neural nets with fractional derivative mechanism","2017","23","10.1007/978-3-319-59063-9_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020896672&doi=10.1007%2f978-3-319-59063-9_5&partnerID=40&md5=a66b7578260111d7cad9febec5bfc5c7","Faculty of Mathematics and Natural Sciences Department of Computer Engineering, University of Rzeszow, ul. Pigonia 1, Rzeszow, 35-959, Poland; Department of Biomedical Engineering and Automation, AGH University of Science and Technology Cracow, Kraków, Poland; Intelligent Information Systems Department, Petro Mohyla Black Sea State University, 68th Desant-nykiv Street, Mykolaiv, 54-003, Ukraine; Cleveland State University, 2121 Euclid Avenue, Cleveland, 44115, OH, United States","Gomolka Z., Faculty of Mathematics and Natural Sciences Department of Computer Engineering, University of Rzeszow, ul. Pigonia 1, Rzeszow, 35-959, Poland; Dudek-Dyduch E., Department of Biomedical Engineering and Automation, AGH University of Science and Technology Cracow, Kraków, Poland; Kondratenko Y.P., Intelligent Information Systems Department, Petro Mohyla Black Sea State University, 68th Desant-nykiv Street, Mykolaiv, 54-003, Ukraine, Cleveland State University, 2121 Euclid Avenue, Cleveland, 44115, OH, United States","Conference paper","Scopus"
"Sherstjuk V.; Zharikova M.","Sherstjuk, Vladimir (24179426400); Zharikova, Maryna (56950952000)","24179426400; 56950952000","Approximate model of spatially distributed Markov process for GIS-based decision support system","2017","1","10.1109/STC-CSIT.2017.8098791","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040781553&doi=10.1109%2fSTC-CSIT.2017.8098791&partnerID=40&md5=debc5a6a62bef8dced19909ead767136","Kherson National Technical University, Kherson, Ukraine","Sherstjuk V., Kherson National Technical University, Kherson, Ukraine; Zharikova M., Kherson National Technical University, Kherson, Ukraine","Conference paper","Scopus"
"Dubovoi V.M.; Nikitenko O.D.; Kalimoldayev M.; Kotyra A.; Gromaszek K.; Iskakova A.","Dubovoi, Volodymyr M. (6603193226); Nikitenko, Olena D. (57105176500); Kalimoldayev, Maksat (56153126500); Kotyra, Andrzej (6602378430); Gromaszek, Konrad (23987409900); Iskakova, Aigul (55644574500)","6603193226; 57105176500; 56153126500; 6602378430; 23987409900; 55644574500","Functional integration of automated system databases by means of artificial intelligence","2017","0","10.1117/12.2280988","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029532174&doi=10.1117%2f12.2280988&partnerID=40&md5=4e8784a24d985e9206dcafab22768765","Vinnytsia National Technical University, 95 Khmelnitsky Shosse str., Vinnytsia, 21000, Ukraine; Institute of Information and Computational Technologies, 125 Pushkin str., Almaty, 050010, Kazakhstan; Lublin University of Technology, Nadbystrzycka 38a, Lublin, 20-618, Poland; Kazakh National Research Technical, University after K. I. Satpaev, 22 Satbaev str., Almaty, 050013, Kazakhstan","Dubovoi V.M., Vinnytsia National Technical University, 95 Khmelnitsky Shosse str., Vinnytsia, 21000, Ukraine; Nikitenko O.D., Vinnytsia National Technical University, 95 Khmelnitsky Shosse str., Vinnytsia, 21000, Ukraine; Kalimoldayev M., Institute of Information and Computational Technologies, 125 Pushkin str., Almaty, 050010, Kazakhstan; Kotyra A., Institute of Information and Computational Technologies, 125 Pushkin str., Almaty, 050010, Kazakhstan; Gromaszek K., Lublin University of Technology, Nadbystrzycka 38a, Lublin, 20-618, Poland; Iskakova A., Kazakh National Research Technical, University after K. I. Satpaev, 22 Satbaev str., Almaty, 050013, Kazakhstan","Conference paper","Scopus"
"Perova I.; Bodyanskiy Y.","Perova, Iryna (57189383519); Bodyanskiy, Yevgeniy (13105377000)","57189383519; 13105377000","Fast medical diagnostics using autoassociative neuro-fuzzy memory","2017","21","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021034985&partnerID=40&md5=799d2a3c0fac240a78b6d75e2974b6e9","Kharkiv National University of Radio Electronics, 14 Nauky av., Kharkiv, 61166, Ukraine","Perova I., Kharkiv National University of Radio Electronics, 14 Nauky av., Kharkiv, 61166, Ukraine; Bodyanskiy Y., Kharkiv National University of Radio Electronics, 14 Nauky av., Kharkiv, 61166, Ukraine","Article","Scopus"
"Kravets I.O.; Kozlovskaya V.O.; Tumko V.S.","Kravets, Ireen O. (57191859480); Kozlovskaya, Victoria O. (57191862301); Tumko, Volodymyr S. (57191861232)","57191859480; 57191862301; 57191861232","The forecastings of future changes in the trend's direction of stock quotes by neural networks and fuzzy systems","2016","1","10.1109/DSMP.2016.7583507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994351526&doi=10.1109%2fDSMP.2016.7583507&partnerID=40&md5=18baec1b67ab5b73f9d703d3e707d7a0","Petro Mohyla Black Sea State University, 10 68-Desantnykiv street, Mykolayiv, Ukraine","Kravets I.O., Petro Mohyla Black Sea State University, 10 68-Desantnykiv street, Mykolayiv, Ukraine; Kozlovskaya V.O., Petro Mohyla Black Sea State University, 10 68-Desantnykiv street, Mykolayiv, Ukraine; Tumko V.S., Petro Mohyla Black Sea State University, 10 68-Desantnykiv street, Mykolayiv, Ukraine","Conference paper","Scopus"
"Kondratenko Y.; Kondratenko G.; Sidenko I.","Kondratenko, Yuriy (6602324472); Kondratenko, Galyna (55991478400); Sidenko, Ievgen (55991342900)","6602324472; 55991478400; 55991342900","Two-stage method of fuzzy rule base correction for variable structure of input vector","2017","5","10.1109/UKRCON.2017.8100409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039921570&doi=10.1109%2fUKRCON.2017.8100409&partnerID=40&md5=e8d53f1dcb519b11ebbdab51268bdfae","Intelligent Information Systems Dept., PM Black Sea National University, Mykolaiv, Ukraine","Kondratenko Y., Intelligent Information Systems Dept., PM Black Sea National University, Mykolaiv, Ukraine; Kondratenko G., Intelligent Information Systems Dept., PM Black Sea National University, Mykolaiv, Ukraine; Sidenko I., Intelligent Information Systems Dept., PM Black Sea National University, Mykolaiv, Ukraine","Conference paper","Scopus"
"Granik M.; Mesyura V.","Granik, Mykhailo (57200141661); Mesyura, Volodymyr (57200141762)","57200141661; 57200141762","Fake news detection using naive Bayes classifier","2017","329","10.1109/UKRCON.2017.8100379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039900097&doi=10.1109%2fUKRCON.2017.8100379&partnerID=40&md5=3f60f07242265949f760115fceb48717","Computer Science Department, Vinnytsia National Technical University, Vinnytsia, Ukraine","Granik M., Computer Science Department, Vinnytsia National Technical University, Vinnytsia, Ukraine; Mesyura V., Computer Science Department, Vinnytsia National Technical University, Vinnytsia, Ukraine","Conference paper","Scopus"
"Boyko V.; Rudnichenko N.; Kramskoy S.; Hrechukha Y.; Shibaeva N.","Boyko, Victor (57191413326); Rudnichenko, Nicolay (57191406873); Kramskoy, Sergey (57191411705); Hrechukha, Yevhen (57191408052); Shibaeva, Natalia (57191407655)","57191413326; 57191406873; 57191411705; 57191408052; 57191407655","Concept implementation of decision support software for the risk management of complex technical system","2017","9","10.1007/978-3-319-45991-2_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989852802&doi=10.1007%2f978-3-319-45991-2_17&partnerID=40&md5=a8e0bd9df472a51a593fabc8b0ca9097","Odessa National Maritime University, Odessa, Ukraine","Boyko V., Odessa National Maritime University, Odessa, Ukraine; Rudnichenko N., Odessa National Maritime University, Odessa, Ukraine; Kramskoy S., Odessa National Maritime University, Odessa, Ukraine; Hrechukha Y., Odessa National Maritime University, Odessa, Ukraine; Shibaeva N., Odessa National Maritime University, Odessa, Ukraine","Conference paper","Scopus"
"Marchenko O.; Anisimov A.; Nykonenko A.; Rossada T.; Melnikov E.","Marchenko, Oleksandr (44661392700); Anisimov, Anatoly (9536987000); Nykonenko, Andrii (57194709427); Rossada, Tetiana (57194711434); Melnikov, Egor (57194705849)","44661392700; 9536987000; 57194709427; 57194711434; 57194705849","Machine learning method for paraphrase identification","2017","1","10.1007/978-3-319-59692-1_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021921848&doi=10.1007%2f978-3-319-59692-1_14&partnerID=40&md5=74ac68d1948216b68ef9873a5aae096d","Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; International Research and Training Center for IT and Systems, Kyiv, Ukraine; PHASE ONE: KARMA LTD, London, United Kingdom","Marchenko O., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Anisimov A., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Nykonenko A., International Research and Training Center for IT and Systems, Kyiv, Ukraine; Rossada T., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Melnikov E., PHASE ONE: KARMA LTD, London, United Kingdom","Conference paper","Scopus"
"Komleva N.O.; Cherneha K.S.; Tymchenko B.I.; Komlevoy O.M.","Komleva, Natalya O. (57191858904); Cherneha, Kyrylo S. (57191865957); Tymchenko, Borys I. (57191864345); Komlevoy, Oleksandr M. (57194525992)","57191858904; 57191865957; 57191864345; 57194525992","Intellectual approach application for pulmonary diagnosis","2016","2","10.1109/DSMP.2016.7583505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994235648&doi=10.1109%2fDSMP.2016.7583505&partnerID=40&md5=49a86794101ca7d95cfef5c3b335a794","Odesa National Polytechnic University, 1 Shevchenko Ave., Odesa, Ukraine; Odesa National Medical University, 2 Valikhovskiy lane, Odesa, Ukraine","Komleva N.O., Odesa National Polytechnic University, 1 Shevchenko Ave., Odesa, Ukraine; Cherneha K.S., Odesa National Polytechnic University, 1 Shevchenko Ave., Odesa, Ukraine; Tymchenko B.I., Odesa National Polytechnic University, 1 Shevchenko Ave., Odesa, Ukraine; Komlevoy O.M., Odesa National Medical University, 2 Valikhovskiy lane, Odesa, Ukraine","Conference paper","Scopus"
"Aleksandrova M.; Brun A.; Chertov O.; Boyer A.","Aleksandrova, Marharyta (56425746800); Brun, Armelle (56210503100); Chertov, Oleg (57206489823); Boyer, Anne (7102310718)","56425746800; 56210503100; 57206489823; 7102310718","Sets of contrasting rules to identify trigger factors","2016","2","10.3233/978-1-61499-672-9-1728","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013124164&doi=10.3233%2f978-1-61499-672-9-1728&partnerID=40&md5=471c78df61aa510bea6f1777616b7479","Université de Lorraine, LORIA, Campus Scientifique, Vandoeuvre les Nancy, 54506, France; National Technical University, Ukraine Kyiv Polytechnic Institute, 37, Prospect Peremohy, Kyiv, 03056, Ukraine","Aleksandrova M., Université de Lorraine, LORIA, Campus Scientifique, Vandoeuvre les Nancy, 54506, France, National Technical University, Ukraine Kyiv Polytechnic Institute, 37, Prospect Peremohy, Kyiv, 03056, Ukraine; Brun A., Université de Lorraine, LORIA, Campus Scientifique, Vandoeuvre les Nancy, 54506, France; Chertov O., National Technical University, Ukraine Kyiv Polytechnic Institute, 37, Prospect Peremohy, Kyiv, 03056, Ukraine; Boyer A., Université de Lorraine, LORIA, Campus Scientifique, Vandoeuvre les Nancy, 54506, France","Conference paper","Scopus"
"Pinchuk V.A.; Kuznetsov V.I.; Yevtushenko H.L.; Sharabura T.A.; Yehortsev K.S.","Pinchuk, V.A. (56830254600); Kuznetsov, V.I. (57214633367); Yevtushenko, H.L. (57201022574); Sharabura, T.A. (56830511800); Yehortsev, K.S. (57201027639)","56830254600; 57214633367; 57201022574; 56830511800; 57201027639","Using the analytic hierarchy process for comparative analysis and construction of optimal option sets for activation of coal-water fuel","2017","5","10.1615/InterJEnerCleanEnv.2017021129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042907093&doi=10.1615%2fInterJEnerCleanEnv.2017021129&partnerID=40&md5=6682ade232983b3141b111f9bdc26e12","Department of Industrial Heat Power Engineering, National Metallurgical Academy of Ukraine, 4 Gagarin Ave., Dnepropetrovsk, 49000, Ukraine","Pinchuk V.A., Department of Industrial Heat Power Engineering, National Metallurgical Academy of Ukraine, 4 Gagarin Ave., Dnepropetrovsk, 49000, Ukraine; Kuznetsov V.I., Department of Industrial Heat Power Engineering, National Metallurgical Academy of Ukraine, 4 Gagarin Ave., Dnepropetrovsk, 49000, Ukraine; Yevtushenko H.L., Department of Industrial Heat Power Engineering, National Metallurgical Academy of Ukraine, 4 Gagarin Ave., Dnepropetrovsk, 49000, Ukraine; Sharabura T.A., Department of Industrial Heat Power Engineering, National Metallurgical Academy of Ukraine, 4 Gagarin Ave., Dnepropetrovsk, 49000, Ukraine; Yehortsev K.S., Department of Industrial Heat Power Engineering, National Metallurgical Academy of Ukraine, 4 Gagarin Ave., Dnepropetrovsk, 49000, Ukraine","Article","Scopus"
"Kiayias A.; Russell A.; David B.; Oliynykov R.","Kiayias, Aggelos (6603298818); Russell, Alexander (7402736365); David, Bernardo (51461352000); Oliynykov, Roman (36104503000)","6603298818; 7402736365; 51461352000; 36104503000","Ouroboros: A provably secure proof-of-stake blockchain protocol","2017","810","10.1007/978-3-319-63688-7_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028454797&doi=10.1007%2f978-3-319-63688-7_12&partnerID=40&md5=5b6d0a20c3e78ee5c50f93f07ba08bda","University of Edinburgh, IOHK, Edinburgh, United Kingdom; University of Connecticut, Storrs, CT, United States; Tokyo Institute of Technology, IOHK, Tokyo, Japan; IOHK, Kiev, Ukraine","Kiayias A., University of Edinburgh, IOHK, Edinburgh, United Kingdom; Russell A., University of Connecticut, Storrs, CT, United States; David B., Tokyo Institute of Technology, IOHK, Tokyo, Japan; Oliynykov R., IOHK, Kiev, Ukraine","Conference paper","Scopus"
"Palagin A.V.; Kurgaev A.F.; Shevchenko A.I.","Palagin, A.V. (6701857667); Kurgaev, A.F. (6506109210); Shevchenko, A.I. (57188766815)","6701857667; 6506109210; 57188766815","The Noosphere Paradigm of the Development of Science and Artificial Intelligence","2017","7","10.1007/s10559-017-9952-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026904346&doi=10.1007%2fs10559-017-9952-4&partnerID=40&md5=9be2776b2f0a036f77daa0c26f84e45b","V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine; Institute of Artificial Intelligence Problems, National Academy of Sciences of Ukraine and Ministry of Education and Science of Ukraine, Kyiv, Ukraine","Palagin A.V., V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine; Kurgaev A.F., V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine; Shevchenko A.I., Institute of Artificial Intelligence Problems, National Academy of Sciences of Ukraine and Ministry of Education and Science of Ukraine, Kyiv, Ukraine","Article","Scopus"
"Bodyanskiy Y.; Vynokurova O.; Setlak G.; Peleshko D.; Mulesa P.","Bodyanskiy, Ye (13105377000); Vynokurova, O. (14018777000); Setlak, G. (6505681878); Peleshko, D. (27867946500); Mulesa, P. (57189383901)","13105377000; 14018777000; 6505681878; 27867946500; 57189383901","Adaptive multivariate hybrid neuro-fuzzy system and its on-board fast learning","2017","22","10.1016/j.neucom.2016.12.042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010606998&doi=10.1016%2fj.neucom.2016.12.042&partnerID=40&md5=a413cf7c2e7360ba7cabc05db41944f5","Kharkiv National University of Radio Electronics, 14 Nauky av., Kharkiv, 61166, Ukraine; Rzeszow University of Technology, 12 Al. Powstancow Warszawy, Rzeszow, 35-959, Poland; Lviv Polytechnic National University, 12 S. Bandery st., Lviv, 79013, Ukraine; Uzhhorod National University, 3 Narodna Square, Uzhhorod, 88000, Ukraine","Bodyanskiy Y., Kharkiv National University of Radio Electronics, 14 Nauky av., Kharkiv, 61166, Ukraine; Vynokurova O., Kharkiv National University of Radio Electronics, 14 Nauky av., Kharkiv, 61166, Ukraine; Setlak G., Rzeszow University of Technology, 12 Al. Powstancow Warszawy, Rzeszow, 35-959, Poland; Peleshko D., Lviv Polytechnic National University, 12 S. Bandery st., Lviv, 79013, Ukraine; Mulesa P., Uzhhorod National University, 3 Narodna Square, Uzhhorod, 88000, Ukraine","Article","Scopus"
"Vladymyrska N.; Wróbel M.; Starczewski J.T.; Hnatushenko V.","Vladymyrska, Nataliia (57190130763); Wróbel, Micha̷l (57194573255); Starczewski, Janusz T. (22434189000); Hnatushenko, Viktoriia (57218682553)","57190130763; 57194573255; 22434189000; 57218682553","Narx neural network for prediction of refresh timeout in PIM–DM multicast routing","2017","0","10.1007/978-3-319-59063-9_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020862475&doi=10.1007%2f978-3-319-59063-9_18&partnerID=40&md5=920afbecfb7b7ff3ef6f42bdfeb30740","Institute of Computational Intelligence, Czestochowa↩ University of Technology, Czestochowa, Poland; Institute of Information Technology, Radom Academy of Economics, Radom, Poland; National Metallurgical Academy of Ukraine, Dnipro, Ukraine","Vladymyrska N., Institute of Computational Intelligence, Czestochowa↩ University of Technology, Czestochowa, Poland; Wróbel M., Institute of Computational Intelligence, Czestochowa↩ University of Technology, Czestochowa, Poland; Starczewski J.T., Institute of Computational Intelligence, Czestochowa↩ University of Technology, Czestochowa, Poland, Institute of Information Technology, Radom Academy of Economics, Radom, Poland; Hnatushenko V., National Metallurgical Academy of Ukraine, Dnipro, Ukraine","Conference paper","Scopus"
"Barabash O.V.; Dakhno N.B.; Shevchenko H.V.; Majsak T.V.","Barabash, O.V. (36724076700); Dakhno, N.B. (57198495672); Shevchenko, H.V. (57184229700); Majsak, T.V. (57202200075)","36724076700; 57198495672; 57184229700; 57202200075","Dynamic models of decision support systems for controlling UAV by two-step variational-gradient method","2017","13","10.1109/APUAVD.2017.8308787","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047415531&doi=10.1109%2fAPUAVD.2017.8308787&partnerID=40&md5=8a9b10e01315987c35452bb90224b808","Mathematics, State University of Telecommunications, Kyiv, Ukraine; Computer mathematics and information security, National Economic University name after Vadim Hetman, Kyiv, Ukraine","Barabash O.V., Mathematics, State University of Telecommunications, Kyiv, Ukraine; Dakhno N.B., Mathematics, State University of Telecommunications, Kyiv, Ukraine; Shevchenko H.V., Mathematics, State University of Telecommunications, Kyiv, Ukraine; Majsak T.V., Computer mathematics and information security, National Economic University name after Vadim Hetman, Kyiv, Ukraine","Conference paper","Scopus"
